kemendagri_kode_provinsi,kemendagri_nama_provinsi,kemendagri_kode_kabupatenkota,kemendagri_nama_kabupatenkota,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,tahun,jenis_tenaga_di_puskesmas,jenis_kelamin,jumlah_tenaga_di_puskesmas,satuan
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.11,Kecamatan Syamtalira Bayu,NISAM ANTARA,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.25,Kecamatan Geuredong Pase,GEUREUDONG PASE,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.07,Kecamatan Meurah Mulia,MEURAH MULIA,2021,perawat,laki-laki + perempuan,34,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.05,Kecamatan Matangkuli,MATANGKULI,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.20,Kecamatan Paya Bakong,PAYA BAKONG,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.24,Kecamatan Pirak Timur,PIRAK TIMU,2021,perawat,laki-laki + perempuan,2,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.17,Kecamatan Cot Girek,COT GIREK,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.14,Kecamatan T. Jambo Aye,TANAH JAMBO AYE,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.14,Kecamatan T. Jambo Aye,LHOK BEURINGEN,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.18,Kecamatan Langkahan,LANGKAHAN,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.18,Kecamatan Langkahan,SIMPANG TIGA,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.09,Kecamatan Seunuddon,SEUNUDON,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.09,Kecamatan Seunuddon,BLANG GEULUMPANG,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.01,Kecamatan Baktiya,BAKTIYA,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.19,Kecamatan Baktiya Barat,SAMPOINIET,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.04,Kecamatan Lhoksukon,LHOKSUKON,2021,perawat,laki-laki + perempuan,25,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.04,Kecamatan Lhoksukon,BUKET HAGU,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.12,Kecamatan Tanah Luas,TANAH LUAS,2021,perawat,laki-laki + perempuan,16,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.21,Kecamatan Nibong,NIBONG,2021,perawat,laki-laki + perempuan,15,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.08,Kecamatan Samudera,SAMUDERA,2021,perawat,laki-laki + perempuan,22,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.10,Kecamatan Syamtalira Aron,SYAMTALIRA ARON,2021,perawat,laki-laki + perempuan,24,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.13,Kecamatan Tanah Pasir,TANAH PASIR,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.23,Kecamatan Lapang,LAPANG,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.06,Kecamatan Muara Batu,MUARA BATU,2021,perawat,laki-laki + perempuan,41,jiwa
11,Aceh,11.08,Kabupaten Aceh Utara,11.08.02,Kecamatan Dewantara,DEWANTARA,2021,perawat,laki-laki + perempuan,27,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.05,Kecamatan Geumpang,GEUMPANG,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.27,Kecamatan Mane,MANE,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.06,Kecamatan Geulumpang  Tiga,GLUMPANG TIGA,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.06,Kecamatan Geulumpang  Tiga,TEUPIEN RAYA,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.29,Kecamatan Glumpang  Baro,GLUMPANG BARO,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.24,Kecamatan Mutiara Timur,MUTIARA,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.24,Kecamatan Mutiara Timur,MUTIARA BARAT,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.24,Kecamatan Mutiara Timur,UJONG RIMBA,2021,perawat,laki-laki + perempuan,19,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.21,Kecamatan Tiro/Truseb,TIRO,2021,perawat,laki-laki + perempuan,16,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.19,Kecamatan Tangse,TANGSE,2021,perawat,laki-laki + perempuan,15,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.22,Kecamatan Keumala,TITEUE,2021,perawat,laki-laki + perempuan,8,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.22,Kecamatan Keumala,KEUMALA,2021,perawat,laki-laki + perempuan,21,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.17,Kecamatan Sakti,SAKTI,2021,perawat,laki-laki + perempuan,34,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.11,Kecamatan Mila,MILA,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.14,Kecamatan Padang Tiji,PADANG TIJI,2021,perawat,laki-laki + perempuan,30,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.04,Kecamatan Delima,DELIMA,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.04,Kecamatan Delima,REUBEE,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.25,Kecamatan Grong-grong,GRONG-GRONG,2021,perawat,laki-laki + perempuan,8,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.07,Kecamatan Indra Jaya,INDRAJAYA,2021,perawat,laki-laki + perempuan,23,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.15,Kecamatan Peukan Baro,PEUKAN BARO,2021,perawat,laki-laki + perempuan,23,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.08,Kecamatan Kembang Tanjong,KEMBANG TANJONG,2021,perawat,laki-laki + perempuan,42,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.18,Kecamatan Simpang Tiga,SIMPANG TIGA,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.09,Kecamatan Kota Sigli,KOTA SIGLI,2021,perawat,laki-laki + perempuan,15,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.16,Kecamatan Pidie,PIDIE,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.03,Kecamatan Batee,BATEE,2021,perawat,laki-laki + perempuan,19,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.12,Kecamatan Muara Tiga,MUARA TIGA,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.03,Kecamatan Blang Mangat,BLANG MANGAT,2021,perawat,laki-laki + perempuan,27,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.03,Kecamatan Blang Mangat,BLANG CUT,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.01,Kecamatan Muara Dua,MUARA DUA,2021,perawat,laki-laki + perempuan,31,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.04,Kecamatan Muara Satu,MUARA SATU,2021,perawat,laki-laki + perempuan,32,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.02,Kecamatan Banda Sakti,BANDA SAKTI,2021,perawat,laki-laki + perempuan,57,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.02,Kecamatan Banda Sakti,MON GEUDONG,2021,perawat,laki-laki + perempuan,42,jiwa
11,Aceh,11.73,Kota Lhokseumawe,11.73.01,Kecamatan Muara Dua,KANDANG,2021,perawat,laki-laki + perempuan,9,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.07,Kecamatan Timang Gajah,LAMPAHAN,2021,perawat,laki-laki + perempuan,37,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.07,Kecamatan Timang Gajah,RONGA RONGA,2021,perawat,laki-laki + perempuan,24,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.01,Kecamatan Pintu Rime Gayo,BLANG RAKAL,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.01,Kecamatan Pintu Rime Gayo,SINGAH MULO,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.05,Kecamatan Bukit,SIMPANG TIGA,2021,perawat,laki-laki + perempuan,20,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.06,Kecamatan Wih Pesam,PANTE RAYA,2021,perawat,laki-laki + perempuan,32,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.06,Kecamatan Wih Pesam,SIMPANG TERITIT,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.04,Kecamatan Bandar,BANDAR,2021,perawat,laki-laki + perempuan,32,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.08,Kecamatan Bener Kelipah,BENER KELIPAH,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.03,Kecamatan Syiah Utama,SAMAR KILANG,2021,perawat,laki-laki + perempuan,4,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.09,Kecamatan Mesidah,MESIDAH,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.02,Kecamatan Permata,BUNTUL KEUMUMU,2021,perawat,laki-laki + perempuan,27,jiwa
11,Aceh,11.17,Kabupaten Bener Meriah,11.17.02,Kecamatan Permata,RAMUNG ,2021,perawat,laki-laki + perempuan,9,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.01,Kecamatan Linge,LINGE,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.18,Kecamatan Atu Lintang,ATU LINTANG,2021,perawat,laki-laki + perempuan,3,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.19,Kecamatan Jagong Jeget,JAGONG,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.08,Kecamatan Bintang,BINTANG,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.17,Kecamatan Laut Tawar,LUT TAWAR,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.11,Kecamatan Kebayakan,KEBAYAKAN,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.07,Kecamatan Pegasing,PEGASING,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.20,"Kecamatan Bies,",BIES,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.03,Kecamatan Bebesen,BEBESEN,2021,perawat,laki-laki + perempuan,15,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.12,Kecamatan Kute Panang,KUTE PANANG,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.02,Kecamatan Silih Nara,SILIH NARA,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.10,Kecamatan Ketol,KETOL,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.13,Kecamatan Celala,CELALA,2021,perawat,laki-laki + perempuan,9,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.21,Kecamatan Rusip Antara,RUSIP,2021,perawat,laki-laki + perempuan,5,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.21,Kecamatan Rusip Antara,PAMAR,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.01,Kecamatan Linge,KETAPANG NUSANTARA,2021,perawat,laki-laki + perempuan,8,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.10,Kecamatan Ketol,KEKUYANG,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.01,Kecamatan Simpang Kiri,SIMPANG KIRI,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.02,Kecamatan Penanggalan,PENANGGALAN,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.03,Kecamatan Rundeng,RUNDING,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.04,Kecamatan Sultan Daulat,SULTAN DAULAT,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.05,Kecamatan Longkib,LONGKIB,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.02,Kecamatan Penanggalan,JONTOR,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.01,Kecamatan Simpang Kiri,BAKAL BUAH,2021,perawat,laki-laki + perempuan,3,jiwa
11,Aceh,11.75,Kota Subulussalam,11.75.04,Kecamatan Sultan Daulat,BATU-BATU,2021,perawat,laki-laki + perempuan,2,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.01,Kecamatan Samalanga,SAMALANGA,2021,perawat,laki-laki + perempuan,43,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.11,Kecamatan Simpang Mamplam,SIMPANG MAMPLAM,2021,perawat,laki-laki + perempuan,38,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.08,Kecamatan Pandrah,PANDRAH,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.02,Kecamatan Jeunieb,JEUNIEB,2021,perawat,laki-laki + perempuan,41,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.12,Kecamatan Peulimbang,PEULIMBANG,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.03,Kecamatan Peudada,PEUDADA,2021,perawat,laki-laki + perempuan,37,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.09,Kecamatan Juli,JULI ,2021,perawat,laki-laki + perempuan,24,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.09,Kecamatan Juli,JULI-2,2021,perawat,laki-laki + perempuan,24,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.04,Kecamatan Jeumpa,JEUMPA,2021,perawat,laki-laki + perempuan,29,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.13,Kecamatan Kota Juang,KOTA JUANG,2021,perawat,laki-laki + perempuan,26,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.14,Kecamatan Kuala,KUALA ,2021,perawat,laki-laki + perempuan,27,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.10,Kecamatan Jangka,JANGKA,2021,perawat,laki-laki + perempuan,35,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.05,Kecamatan Peusangan,PEUSANGAN,2021,perawat,laki-laki + perempuan,66,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.05,Kecamatan Peusangan,PEUSANGAN SELATAN,2021,perawat,laki-laki + perempuan,36,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.15,Kecamatan Peusangan Siblah Krueng,PEUSANGAN SIBLAH KRUENG,2021,perawat,laki-laki + perempuan,51,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.06,Kecamatan Makmur,MAKMUR,2021,perawat,laki-laki + perempuan,50,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.07,Kecamatan Gandapura,GANDA PURA,2021,perawat,laki-laki + perempuan,29,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.17,Kecamatan Kuta Blang,KUTA BLANG,2021,perawat,laki-laki + perempuan,63,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.05,Kecamatan Peusangan,COT IE JUE,2021,perawat,laki-laki + perempuan,38,jiwa
11,Aceh,11.11,Kabupaten Bireuen,11.11.07,Kecamatan Gandapura,MON KEULAYU,2021,perawat,laki-laki + perempuan,20,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.01,Kecamatan Lhoong,LHOONG,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.02,Kecamatan Lhoknga,LHOKNGA,2021,perawat,laki-laki + perempuan,16,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.22,Kecamatan Leupung,LEUPUNG,2021,perawat,laki-laki + perempuan,2,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.03,Kecamatan Indrapuri,INDRAPURI,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.03,Kecamatan Indrapuri,LAMPUPOK,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.16,Kecamatan Kota Cot Glie,KUTA COT GLIE,2021,perawat,laki-laki + perempuan,5,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.16,Kecamatan Kota Cot Glie,IE ALANG,2021,perawat,laki-laki + perempuan,16,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.04,Kecamatan Seulimeum,SEULIMEUM,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.04,Kecamatan Seulimeum,LAMTEUBA,2021,perawat,laki-laki + perempuan,27,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.15,Kecamatan Kota Jantho,KOTA JANTHO,2021,perawat,laki-laki + perempuan,21,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.14,"Kecamatan Lembah Seulawah,",LEMBAH SEULAWAH,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.09,Kecamatan Mesjid Raya,MESJID RAYA,2021,perawat,laki-laki + perempuan,16,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.12,Kecamatan Darussalam,DARUSSALAM,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.20,Kecamatan Baitussalam,BAITUSSALAM,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.11,Kecamatan Kuta Baro,KUTA BARO,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.05,Kecamatan Montasik,MONTASIK,2021,perawat,laki-laki + perempuan,19,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.05,Kecamatan Montasik,PIYEUNG,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.23,Kecamatan Blang Bintang,BLANG BINTANG,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.10,Kecamatan Ingin Jaya,INGIN JAYA,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.21,"Kecamatan Krueng Barona Jaya,",KRUENG BARONA JAYA,2021,perawat,laki-laki + perempuan,21,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.06,Kecamatan Sukamakmur,SUKAMAKMUR,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.17,Kecamatan Kuta Malaka,KUTA MALAKA,2021,perawat,laki-laki + perempuan,14,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.18,Kecamatan Simpang Tiga,SIMPANG TIGA,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.07,Kecamatan Darul Imarah,DARUL IMARAH,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.19,Kecamatan Darul Kamal,DARUL KAMAL,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.08,Kecamatan Peukan Bada,PEUKAN BADA,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.08,Kecamatan Peukan Bada,LAMPISANG,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.13,Kecamatan Pulo Aceh,PULO ACEH,2021,perawat,laki-laki + perempuan,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.01,Kecamatan Lawe Alas,NGKERAN,2021,perawat,laki-laki + perempuan,19,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.11,Kecamatan Babul Rahmah,LAWE SUMUR,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.11,Kecamatan Babul Rahmah,UNING SIGUR-GUR,2021,perawat,laki-laki + perempuan,3,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.15,Kecamatan Tanoh Alas,TANOH ALAS,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.02,Kecamatan Lawe Sigala-Gala,LAWE SIGALA-GALA,2021,perawat,laki-laki + perempuan,9,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.06,Kecamatan Babul Makmur,LAWE PERBUNGA,2021,perawat,laki-laki + perempuan,5,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.06,Kecamatan Babul Makmur,GURGUR PARDOMUAN,2021,perawat,laki-laki + perempuan,6,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.10,Kecamatan Semadam,SUKA MAKMUR,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.16,Kecamatan Leuser,LEUSER,2021,perawat,laki-laki + perempuan,4,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.16,Kecamatan Leuser,NAGA TIMBUL,2021,perawat,laki-laki + perempuan,3,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.03,Kecamatan Bambel,BIAK MULI,2021,perawat,laki-laki + perempuan,17,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.09,Kecamatan Bukit Tusam,LAWE DUA,2021,perawat,laki-laki + perempuan,19,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.04,Kecamatan Babussalam,KOTA KUTACANE,2021,perawat,laki-laki + perempuan,11,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.08,Kecamatan Lawe Bulan,KUTAMBARU,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.05,Kecamatan Badar,NATAM,2021,perawat,laki-laki + perempuan,15,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.07,Kecamatan Darul Hasanah,MAMAS,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.12,Kecamatan Ketambe,JAMBUR LAK-LAK,2021,perawat,laki-laki + perempuan,7,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.13,Kecamatan Deleng Pokhkisen,DELENG POKHISEN,2021,perawat,laki-laki + perempuan,18,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.04,Kecamatan Babussalam,BABUSSALAM,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,ALUE BILIE,2021,perawat,laki-laki + perempuan,25,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,SUKA MULYA,2021,perawat,laki-laki + perempuan,12,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,LUENG KEBEU JAGAD,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,ALUE RAMBOT,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.01,Kecamatan Kuala,UJONG FATIHAH,2021,perawat,laki-laki + perempuan,10,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.07,Kecamatan Kuala Pesisir,PADANG PANYANG,2021,perawat,laki-laki + perempuan,16,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.07,Kecamatan Kuala Pesisir,PADANG RUBEK,2021,perawat,laki-laki + perempuan,1,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.08,Kecamatan Tadu Raya,SIMPANG JAYA,2021,perawat,laki-laki + perempuan,9,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.08,Kecamatan Tadu Raya,KUALA TADU,2021,perawat,laki-laki + perempuan,15,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.04,Kecamatan Beutong,BEUTONG,2021,perawat,laki-laki + perempuan,31,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.04,Kecamatan Beutong,BEUTONG ATEUH,2021,perawat,laki-laki + perempuan,9,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.02,Kecamatan Seunagan,JEURAM,2021,perawat,laki-laki + perempuan,23,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.02,Kecamatan Seunagan,COT KUTA,2021,perawat,laki-laki + perempuan,13,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.03,Kecamatan Seunagan Timur,UTEUN PULO,2021,perawat,laki-laki + perempuan,25,jiwa
11,Aceh,11.72,Kota Sabang,11.72.02,Kecamatan Sukajaya,SUKAJAYA,2021,perawat,laki-laki + perempuan,43,jiwa
